dex	species	form	gender	palette	atlas	runtime_strip	scale_class	height_dm	file_sha256	rgba_sha256	runtime_content_width	runtime_content_height	motion_profile
198	murkrow	00	male	normal	assets/pokemon-walksheets/dex-198__species-murkrow__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-198__species-murkrow__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_small	5	6a19f829770045b6b8bb155ec161a7e1d3496766e92e4d74d1fed0cffb3f1b77	c601f65c542c5d432610bd05e5b94669d4c7aa13807af9a9c84891f6673d5529	15	12	airborne-wing-flap-v1
198	murkrow	00	male	shiny	assets/pokemon-walksheets/dex-198__species-murkrow__form-00__gender-male__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-198__species-murkrow__form-00__gender-male__palette-shiny__walk-3x4.png	pokemon_small	5	b7a2382198a12dde750e74fb263643889644179c16722efab0466c9ce6d278cf	4471861a643c7e0d0abac579b2d371823d1f082c632f57a962f1d1957b1f3501	15	12	airborne-wing-flap-v1
199	slowking	00	none	normal	assets/pokemon-walksheets/dex-199__species-slowking__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-199__species-slowking__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	20	5f98690130335176418e25a7b70cb0132668c5f84db8d973e809a73adf043b13	27724f8b862c68e68c53ee788c8f661a72d1c9981b2652de3c5e6a85afcb6287	11	16	terrestrial-biped-heavy-v1
200	misdreavus	00	none	normal	assets/pokemon-walksheets/dex-200__species-misdreavus__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-200__species-misdreavus__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	7	3e824fd4b228d7cb8b6c6e046edc652c727ddd89e85e47848e241ab545160b2c	54d5572a7d37ba820cb67719a8aa1380f06502e346d5a5c929d233e699e7f1c4	15	14	airborne-hover-bob-v1
201	unown	11	none	normal	assets/pokemon-walksheets/dex-201__species-unown__form-11__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-201__species-unown__form-11__gender-none__palette-normal__walk-3x4.png	pokemon_small	5	64b77210a08d27c57e1bdaf5ad28a7717e459a3cc1afc43ba2895480ec258b01	a9c603502628812e4bdad4ba0371b609c9fa3675e32544d7dd3d58435743b43e	10	16	airborne-hover-bob-v1
202	wobbuffet	00	female	normal	assets/pokemon-walksheets/dex-202__species-wobbuffet__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-202__species-wobbuffet__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	13	04a16ae2dd3e3274ebd5fa3690c60734c8dd36f6f71b4e3296588f201ccb6d6d	d7ad41e4dac5d0ee30e326d92aa49ad17b61cd1010ff0c446672a0a9e4449746	14	16	amorphous-ground-sway-v1
202	wobbuffet	00	male	normal	assets/pokemon-walksheets/dex-202__species-wobbuffet__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-202__species-wobbuffet__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	13	4eeb278d37a147beae1cc23f4788db2a4c8d074e967d7b966d98d47def4dfdd2	ef61a3c3e371eab4b6576f33c583b113e42495fb63b1972a22f504adeaf05bd4	14	16	amorphous-ground-sway-v1
203	girafarig	00	female	normal	assets/pokemon-walksheets/dex-203__species-girafarig__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-203__species-girafarig__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	15	ee0f07cc7bfdd6a966080447948fefd6cac85524ffde78fca4cd79a8923b133c	12d323b493e6201cd721790e59f4c31db47e0c293d6628ca8be6bd563939f7b4	15	16	terrestrial-quadruped-light-v1
203	girafarig	00	male	normal	assets/pokemon-walksheets/dex-203__species-girafarig__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-203__species-girafarig__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	15	d5d26cca190e7efd819f2fa634c65518de51de297d89d827abd23516baa20f9a	93878dd75920667029545c5c8870fdbd2da6472f58933880f62d931157be20f3	15	16	terrestrial-quadruped-light-v1
204	pineco	00	none	normal	assets/pokemon-walksheets/dex-204__species-pineco__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-204__species-pineco__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	44b45e887569200bfb913fd5666e7ccb4d3c0a78d6c33263883ed2a32dcb0c0b	d999ef985be1e65c4acf092274782aa017853300d27ed6ad647807ee74301b45	15	16	rooted-or-cocoon-sway-v1
205	forretress	00	none	normal	assets/pokemon-walksheets/dex-205__species-forretress__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-205__species-forretress__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	12	d95b0370934bd23fd4855df257f77c2f9243c37125a39890d63cf34415cd5346	a8dac1e08059330a2cbda2850eea99fcd97caf6f31bcbdb3176b923ae1b0ec61	15	15	rooted-or-cocoon-sway-v1
206	dunsparce	00	none	normal	assets/pokemon-walksheets/dex-206__species-dunsparce__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-206__species-dunsparce__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	15	8f01f867081ac6d022c5775928d565d9802aba95b306b8b915723527dd914036	8adbb8ce30b5eed11e446e5005ebb3c9f2ce15a6656b1aa83fc65df293fc848f	15	9	terrestrial-serpentine-wave-v1
207	gligar	00	female	normal	assets/pokemon-walksheets/dex-207__species-gligar__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-207__species-gligar__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	11	1758eda55b03ceb5182d2771b315876b9f44481597719c5e3c1ebe21154b4ca1	895203c130b49d71b058bba943f25c74a4257db3250ce30df2587fb7f7f52da4	14	16	airborne-wing-flap-v1
207	gligar	00	male	normal	assets/pokemon-walksheets/dex-207__species-gligar__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-207__species-gligar__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	11	0b74a6d0a517f2e2d519843236a4432941f27630bd69177eb1ed67bcb9c7d2fc	d3fbe7af63223238068bdd608a5155222d79ebdd6492f206d6b2c1e0135c6c60	14	16	airborne-wing-flap-v1
208	steelix	00	female	normal	assets/pokemon-walksheets/dex-208__species-steelix__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-208__species-steelix__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	92	59f8d1bbbca93b56b8fd3975df40aabf04565ef26e0d1f9ad359a34945d7dbfe	4a515600dde886a724bf925534a1cb7cffa584a995d339c0f9560f5217154f03	15	15	terrestrial-serpentine-wave-v1
208	steelix	00	male	normal	assets/pokemon-walksheets/dex-208__species-steelix__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-208__species-steelix__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	92	db2e334f7a50472ad71afe3d06722a70e0eb078f945cbe915892bec07022cd51	2d60d9b2abbc83800f8fa12f43a49f35fa076cc1d208325655c20a89c372f5ce	15	15	terrestrial-serpentine-wave-v1
209	snubbull	00	none	normal	assets/pokemon-walksheets/dex-209__species-snubbull__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-209__species-snubbull__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	360df9f27f9cf4c229c2bc787b5d738ed8be2c3fc55384b0f93c40c45269f935	892a8e83dc32d7e3918a48d6708ce2a2b9c8177d1d7667e085b6fe9ca0a0d7e0	15	16	terrestrial-biped-light-v1
210	granbull	00	none	normal	assets/pokemon-walksheets/dex-210__species-granbull__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-210__species-granbull__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	14	1b500c48f891a7a058dc741daeba049561b603fef2f1dfdd5d45771a4de819ca	28cf94b1f922358cdb2d8fd7f73b441a602ed5d54df25e05a7b8ac4f0dafa3f5	15	16	terrestrial-biped-light-v1
211	qwilfish	00	none	normal	assets/pokemon-walksheets/dex-211__species-qwilfish__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-211__species-qwilfish__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	5	d5aed3654676ee8dd322388b8c35826529f25db6a6519da06a41f846c66f79ff	dd804057efa6e3c7b68b1bf5ef56639c603b1f1ce1b24e5c43dbdfede3f46c2b	15	13	aquatic-fin-swim-v1
212	scizor	00	female	normal	assets/pokemon-walksheets/dex-212__species-scizor__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-212__species-scizor__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	18	0cb1e1876a848bb00b424f524b6435d1aaf0771de32b2283b69b93859daa8958	efdf61fb5f19b3145eb28de082b4870f8b31e4dfdac8d2de27e9351d0fa63d26	11	16	terrestrial-biped-light-v1
212	scizor	00	male	normal	assets/pokemon-walksheets/dex-212__species-scizor__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-212__species-scizor__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	18	061a53fa7e266b91c3fa5fd1cb045e4d14d6cc1c06a32966f2ee07d67aaa9593	52037904e6bcd846899d8768a5a7bb2cc45d9d08c357359cf1001f538fe7eeff	11	16	terrestrial-biped-light-v1
213	shuckle	00	none	normal	assets/pokemon-walksheets/dex-213__species-shuckle__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-213__species-shuckle__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	28452f44befaf784e34f56ed71375fcd8097e50f3b5bbada9060d297af174eab	fbdbb5aa06000a98d30ef93448ad2337dadb3c17b67267a42fa0eb5e0988f3d2	15	14	terrestrial-multiped-crawl-v1
214	heracross	00	female	normal	assets/pokemon-walksheets/dex-214__species-heracross__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-214__species-heracross__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	15	153b447ccc35a39a0438ca88194af55d1045a8538a9bf63b6895a07c77e02f75	b6f2c56aa2416e6ccec2a75831aad08a4c90a3b0c177ba9ba4badc6fd00bf86c	15	16	terrestrial-biped-light-v1
214	heracross	00	male	normal	assets/pokemon-walksheets/dex-214__species-heracross__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-214__species-heracross__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	15	b4b4c27777f7a63a9d27b4c9291add52e06f4c949d6dcee1698e5faf83fb0e5b	463e3d9231c601fca309c88ba9dfdc93e210d0a4f5b1e7450f36b9e07f487dbe	15	16	terrestrial-biped-light-v1
215	sneasel	00	female	normal	assets/pokemon-walksheets/dex-215__species-sneasel__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-215__species-sneasel__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	9	5823943f49440186eb7b166dd785493aecab56464c3f765d0972ecfcf5bc2cdc	027dc4dbba4d821c4e64742224689dd957d5c11100bf48da4b8d3ce9d12f83cd	11	16	terrestrial-biped-light-v1
215	sneasel	00	male	normal	assets/pokemon-walksheets/dex-215__species-sneasel__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-215__species-sneasel__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	9	fd8b5d38634caadc021378cd198bb6c1365d7d17cee9e29bcdce4be136c4afaf	3d13f2904956f95dfc3361621786e18193b0dfed298731ce3e6083bc86ba16f0	10	16	terrestrial-biped-light-v1
216	teddiursa	00	none	normal	assets/pokemon-walksheets/dex-216__species-teddiursa__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-216__species-teddiursa__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	dc4f53f58c2c7246e754b7fcd989014d3ffe5d70b78ce66c4eff38bc23f439c6	7cd99cfa0af3ad6b06dca086bdc48b325cafccc04c1356caf33851155488142a	13	16	terrestrial-biped-light-v1
217	ursaring	00	female	normal	assets/pokemon-walksheets/dex-217__species-ursaring__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-217__species-ursaring__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	18	0531d6ca3ccac207f2bc6f225307f81cdadadc2683d637dbd9e498a6dae381d4	037ceb214191ad74970928f14a8527a92982f7569f6e38501c36b5b84da4f5ba	13	16	terrestrial-biped-heavy-v1
217	ursaring	00	male	normal	assets/pokemon-walksheets/dex-217__species-ursaring__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-217__species-ursaring__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	18	b6610adfeb57d06039fa1abeb645f96c075abcd3c89260701f9651199beeb041	a75a717c2284edb8968d6f3bedb4617697b97763eacf136e492b17e18cfdb0aa	13	16	terrestrial-biped-heavy-v1
218	slugma	00	none	normal	assets/pokemon-walksheets/dex-218__species-slugma__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-218__species-slugma__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	7	61c13606cd30afdb8bfdd7ec010c6c978cfb3a396fffa9ea8116fc5fa7563afd	c941159846062acf700b1865a219b1432b8db74f54a2b7cf6879e3b2bd3ca537	15	16	terrestrial-serpentine-wave-v1
219	magcargo	00	none	normal	assets/pokemon-walksheets/dex-219__species-magcargo__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-219__species-magcargo__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	8	09730e55772f74c2de24e5bc782ff09ccda50245f886173fa466faf22b4d2017	26369fce1655adb161c21e4c6f4fd1e23068af0ccc89715fe723605dc3b15372	15	16	terrestrial-serpentine-wave-v1
220	swinub	00	none	normal	assets/pokemon-walksheets/dex-220__species-swinub__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-220__species-swinub__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	4	e00c26c54127848eee178fd025cfc69421ea0f858953eb0a66aefa905eb76924	d6d9d02387462eb2742dcf36323e8ad25ffc41afbca19d2ca7b996c0439c3097	15	11	terrestrial-quadruped-light-v1
221	piloswine	00	female	normal	assets/pokemon-walksheets/dex-221__species-piloswine__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-221__species-piloswine__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	11	d85a0879477f52969d404ba8b57eedfac399f987d3f8baaa98c0eccd9d50dae4	aa925e88f8793b8a5dd6a8d02f85275478ac38b8d6176c16a0c23eccde031515	15	16	terrestrial-quadruped-heavy-v1
221	piloswine	00	male	normal	assets/pokemon-walksheets/dex-221__species-piloswine__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-221__species-piloswine__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	11	2d31403bd2186c5ed1872f2b8f2ec9ec9625ab863148b052853eb0cac2f4404f	2db0b9941eb46f7cebca9cb16c24f1360448c5eb9fc2063ffc57bf1dece564a5	15	16	terrestrial-quadruped-heavy-v1
222	corsola	00	none	normal	assets/pokemon-walksheets/dex-222__species-corsola__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-222__species-corsola__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	a9f069f4bd9fca72ffc4bf0eab5fc73f364735775e76667b0341d6d4fa0d8494	210618ddd7ac6dbcaa920e34b4dc9da019594fda4810e6eb0e8fece2ab4ea7f3	15	16	rooted-or-cocoon-sway-v1
223	remoraid	00	none	normal	assets/pokemon-walksheets/dex-223__species-remoraid__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-223__species-remoraid__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	33b9337a432da7908d0fcffae45f89e825675c06343f03fa941cd4f22abe97ff	754737838d75ef4bd73584e994da70ef8afbb51d5a082ef4efe410167c7575f9	15	16	aquatic-fin-swim-v1
224	octillery	00	female	normal	assets/pokemon-walksheets/dex-224__species-octillery__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-224__species-octillery__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	9	8e41e2490c724f0fbdd9af18789ba68afd435320c8e14c297a3b90b5652828ec	1fe14d092cb1121589f2463818c0727e051eca0f50fd0c7e525d884d6953619e	15	15	aquatic-paddle-bob-v1
224	octillery	00	male	normal	assets/pokemon-walksheets/dex-224__species-octillery__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-224__species-octillery__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	9	6d8cddfdd847e565714b29c287b43ff6687c35bdc2ce8c7b4b81c6669405d50d	70d65b59c52d05e7b3e9da73006a674bc8b2275d2ee6fa87eca1721b1937fb96	15	15	aquatic-paddle-bob-v1
225	delibird	00	none	normal	assets/pokemon-walksheets/dex-225__species-delibird__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-225__species-delibird__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	9	01b80ee779fd9f76c0ab6c8106fad886532d72880ff85245716f322b66073d89	1ea0946cc452fa447b7e96d01bd7e59d10e1c5f4d5a867586770c9718f619da8	14	16	terrestrial-biped-light-v1
226	mantine	00	none	normal	assets/pokemon-walksheets/dex-226__species-mantine__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-226__species-mantine__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	21	c6b17f2e61a9d76c48c13978a1f1de8166d292361caa4ae577d1bab71bc48724	997fda717bdcacfd233a75c88ee443828b4af069f1ea961d6bc2baa867cb0ca7	15	6	aquatic-fin-swim-v1
227	skarmory	00	none	normal	assets/pokemon-walksheets/dex-227__species-skarmory__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-227__species-skarmory__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	17	25d64116fb1e4bab93ebd192e500a8e5de6dcff0e18468ea94c1cd763e77ecc6	d14abff6a28321bf71023be8185376f083319d30fe58d28e79e54020b1f308e5	15	10	airborne-wing-flap-v1
228	houndour	00	none	normal	assets/pokemon-walksheets/dex-228__species-houndour__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-228__species-houndour__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	e26a28482163accb55edd0d3162d4f331288fe48796310a6271685ff7bfd0576	5e11d679fb218553d76c0bf68a7121a9421c87799aa7bd492ae52df5511ead79	15	16	terrestrial-quadruped-light-v1
229	houndoom	00	female	normal	assets/pokemon-walksheets/dex-229__species-houndoom__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-229__species-houndoom__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	14	6eab7ce54f15a9a163fcdd8696d1a01d75530794c233aa0ed333ca0742d26cc5	b544f18a4a116907c5749775841d40f39274548166f529d5c368388dead870af	15	16	terrestrial-quadruped-light-v1
229	houndoom	00	male	normal	assets/pokemon-walksheets/dex-229__species-houndoom__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-229__species-houndoom__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	14	de4d5cf92c8ee9e325b3913158ae638f5d0ed65a74cd913fb341099e3aaed5ad	616b9b1ff0a6c209100879b070bea0385caa250ea1adf8d8621d0999cbd36c51	15	16	terrestrial-quadruped-light-v1
230	kingdra	00	none	normal	assets/pokemon-walksheets/dex-230__species-kingdra__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-230__species-kingdra__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	18	61ae6eac65f94b62bba0d85d72cae4d0e6b36eebd630b3964df738c6e9e1987c	e3fb7b19c1a47585c5a066e89ff37961f00b49c1c5171f467335a0489f389f75	14	16	aquatic-serpentine-swim-v1
231	phanpy	00	none	normal	assets/pokemon-walksheets/dex-231__species-phanpy__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-231__species-phanpy__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	5	aef13f11879d842da71e78e1012bbc987ec7ed800182b5b410653619c4b24274	ea69dfcab2d8c1d920176adb5d069ca61ea837a68e1beb005540046930186072	15	13	terrestrial-quadruped-light-v1
232	donphan	00	female	normal	assets/pokemon-walksheets/dex-232__species-donphan__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-232__species-donphan__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	11	e912e49e8a898e4e65ebf2627a82021eb02835df2172144f70412920cb79d8d1	5450c34457ca8e574a97de323bad7b229c6b5f9a90409297cd38012659796e03	15	9	terrestrial-quadruped-heavy-v1
232	donphan	00	male	normal	assets/pokemon-walksheets/dex-232__species-donphan__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-232__species-donphan__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	11	c52665f55395f9d3bb625a9f1f79c6022d80487299d7ead087d6703d3cdb982a	28629ca619e1aacd582774498124c6f896c0f73e75edc9e9a8865e3ba6eeeead	15	9	terrestrial-quadruped-heavy-v1
233	porygon2	00	none	normal	assets/pokemon-walksheets/dex-233__species-porygon2__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-233__species-porygon2__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	84a5a4628b6008a0acae48f48bdefe572a479d8b038bcd9916449a395ed0fc00	a63405c4944d1b57c550c3de3ba4d610002c23e137c7f8450a5bc0e73ac1cb72	15	16	airborne-hover-bob-v1
234	stantler	00	none	normal	assets/pokemon-walksheets/dex-234__species-stantler__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-234__species-stantler__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	14	920e8e4e14d7bf130296566da706a5a0b3632a1606768b9155b44949cde1da0c	fbd7f63a579d5be29959b53318b24da1f1d36a1428a5949bd3c57fc09a67357c	12	16	terrestrial-quadruped-light-v1
235	smeargle	00	none	normal	assets/pokemon-walksheets/dex-235__species-smeargle__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-235__species-smeargle__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	12	e11479a4b394fec6cc7bb84d7f25bda044d1b1bc983e6580f02937486b4f3ddc	26ab39a1516186ea3da2d1d09b5e63fb54a869227c5bef675b0642f367bcba93	11	16	terrestrial-biped-light-v1
236	tyrogue	00	none	normal	assets/pokemon-walksheets/dex-236__species-tyrogue__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-236__species-tyrogue__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	7	a9bb1bffa523e7c0962205c4f897a846b59c3d4c76e7e70d5877faed348ca9ec	01c6fbb544a5f4b8de39dbd05d3fc606247b78f25464c17e004f6936e686ae63	10	16	terrestrial-biped-light-v1
237	hitmontop	00	none	normal	assets/pokemon-walksheets/dex-237__species-hitmontop__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-237__species-hitmontop__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	14	bb915f6c58b4608615d53be60dd970e21df26a2fff97cdaa168862bdc359f2db	2cf8db4a0e7aa14f8f3a5433ef3d31074c5ed5e943fbba62a7bc1949f5e753e9	14	16	terrestrial-biped-light-v1
237	hitmontop	00	none	shiny	assets/pokemon-walksheets/dex-237__species-hitmontop__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-237__species-hitmontop__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium	14	262341bbb72ce3ecd4e8035c2f830e499410c0f0228530f471863de6a5086b87	a0cb2f0eef7085377e496b0a5f1452f10069fcdc9e7e12a2d559f05e9a195751	14	16	terrestrial-biped-light-v1
238	smoochum	00	none	normal	assets/pokemon-walksheets/dex-238__species-smoochum__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-238__species-smoochum__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	4	b36e800499baf1d993225815812b068b25fa48e4b5681041cd63213594da7253	e374ea628bb0a9ff4c1f7398b02432531adcdd998f86ebfe09b6cac98fb475be	12	16	terrestrial-biped-light-v1
239	elekid	00	none	normal	assets/pokemon-walksheets/dex-239__species-elekid__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-239__species-elekid__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	3060abd4499131bebde215ae12cadf753c715750401c3928fd935945a1717620	deacf5a43c4fbcb550425465f3b0bfd11b7a017314e7f56c2785c44b89b99ce0	15	16	terrestrial-biped-light-v1
239	elekid	00	none	shiny	assets/pokemon-walksheets/dex-239__species-elekid__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-239__species-elekid__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_small	6	e76123057ac8f357225baab8c315cacac008f3992baab25e151ae7a158e12e6d	5d6ebd3ee6517ba8aabeb93d74d917aca532b3815da924afd6a383ef686649da	15	16	terrestrial-biped-light-v1
240	magby	00	none	normal	assets/pokemon-walksheets/dex-240__species-magby__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-240__species-magby__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	7	f89668bc8e388b7ff0f514ffd398fbfcd5948bdb9a5489eec42ed31e32ce413d	a1af0cc1c75646cd5aea195d00eb51f0cd8390d709c026128823bcc895e4742f	12	16	terrestrial-biped-light-v1
241	miltank	00	none	normal	assets/pokemon-walksheets/dex-241__species-miltank__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-241__species-miltank__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	12	7ab5323d52a1fc0542299e254da17b7566c64ea349ca0097e3f3e42283b3089e	d4a38ec5e1f957e89e2d027f53e305b907521e2ac27b6b5d36e5b58ca4386c57	15	16	terrestrial-biped-heavy-v1
242	blissey	00	none	normal	assets/pokemon-walksheets/dex-242__species-blissey__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-242__species-blissey__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	15	574cb0217ea0386082f6d832df0142fdf72c258dfee230f4cc412e8b140b8dfe	d1290921fd32d6e37c2d49dccfba358abf3184bc292fdc8fd56515adb3b32b3d	15	16	terrestrial-biped-heavy-v1
243	raikou	00	none	normal	assets/pokemon-walksheets/dex-243__species-raikou__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-243__species-raikou__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	19	e22b2d15eabadf01abb673ab281d76e946ce5ee850ef51639297155b09dd8854	867e23f13c3fd0cf91cfc2916ede4487baaecdfcb8777b585dbfd58ed4704ac4	15	16	terrestrial-quadruped-heavy-v1
244	entei	00	none	normal	assets/pokemon-walksheets/dex-244__species-entei__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-244__species-entei__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	21	47a834fd1eab5488410cecfaab174ef93a3bf76a7d1d5ac7157efb89653c0e6c	d1f5f1511abe6c03bb3e4ae87cd3cbec224cba9d8a64a6b21b2971547625b5b8	15	16	terrestrial-quadruped-heavy-v1
